Results:
N  M  Alpha  Max_Iterations  Converged  Iterations_To_Converge  Delta_max  Delta_convergence  Random_seed
101  30  0.297029702970297  10000  True  110  9  9  5285
101  30  0.297029702970297  10000  True  113  7  7  5290
101  30  0.297029702970297  10000  True  100  11  11  5295
101  30  0.297029702970297  10000  True  127  7  7  5300
101  30  0.297029702970297  10000  True  211  -5  -19  5305
101  30  0.297029702970297  10000  True  208  -9  -15  5310
101  30  0.297029702970297  10000  True  106  7  7  5315
101  30  0.297029702970297  10000  True  106  7  7  5320
101  30  0.297029702970297  10000  True  121  7  7  5325
101  30  0.297029702970297  10000  True  208  3  -13  5330
101  30  0.297029702970297  10000  True  217  -9  -9  5335
101  30  0.297029702970297  10000  True  109  9  9  5340
101  30  0.297029702970297  10000  True  106  9  9  5345
101  30  0.297029702970297  10000  True  211  1  -9  5350
101  30  0.297029702970297  10000  True  92  9  9  5355
101  30  0.297029702970297  10000  True  85  9  9  5360
101  30  0.297029702970297  10000  True  216  -7  -7  5365
101  30  0.297029702970297  10000  True  92  9  9  5370
101  30  0.297029702970297  10000  True  213  -1  -11  5375
101  30  0.297029702970297  10000  True  208  -7  -9  5380
101  30  0.297029702970297  10000  True  101  7  7  5385
101  30  0.297029702970297  10000  True  110  7  7  5390
101  30  0.297029702970297  10000  True  209  -5  -7  5395
101  30  0.297029702970297  10000  True  78  11  11  5400
101  30  0.297029702970297  10000  True  109  9  9  5405
101  30  0.297029702970297  10000  True  81  9  9  5410
101  30  0.297029702970297  10000  True  93  9  9  5415
101  30  0.297029702970297  10000  True  137  7  7  5420
101  30  0.297029702970297  10000  True  116  9  9  5425
101  30  0.297029702970297  10000  True  207  3  -7  5430
101  30  0.297029702970297  10000  True  205  -7  -13  5435
101  30  0.297029702970297  10000  True  208  -5  -15  5440
101  30  0.297029702970297  10000  True  207  -1  -11  5445
101  30  0.297029702970297  10000  True  208  -1  -15  5450
101  30  0.297029702970297  10000  True  206  -3  -11  5455
101  30  0.297029702970297  10000  True  207  -5  -9  5460
101  30  0.297029702970297  10000  True  154  9  9  5465
101  30  0.297029702970297  10000  True  104  7  7  5470
101  30  0.297029702970297  10000  True  208  3  -5  5475
101  30  0.297029702970297  10000  True  205  -3  -11  5480
101  30  0.297029702970297  10000  True  176  9  9  5485
101  30  0.297029702970297  10000  True  87  7  7  5490
101  30  0.297029702970297  10000  True  104  9  9  5495
101  40  0.39603960396039606  10000  True  139  3  3  6000
101  40  0.39603960396039606  10000  True  207  -7  -17  6005
101  40  0.39603960396039606  10000  True  108  7  7  6010
101  40  0.39603960396039606  10000  True  79  7  7  6015
101  40  0.39603960396039606  10000  True  103  7  7  6020
101  40  0.39603960396039606  10000  True  115  5  5  6025
101  40  0.39603960396039606  10000  True  99  5  5  6030
101  40  0.39603960396039606  10000  True  115  5  5  6035
101  40  0.39603960396039606  10000  True  126  5  5  6040
101  40  0.39603960396039606  10000  True  108  5  5  6045
101  40  0.39603960396039606  10000  True  201  -11  -21  6050
101  40  0.39603960396039606  10000  True  98  7  7  6055
101  40  0.39603960396039606  10000  True  107  5  5  6060
101  40  0.39603960396039606  10000  True  99  7  7  6065
101  40  0.39603960396039606  10000  True  99  5  5  6070
101  40  0.39603960396039606  10000  True  112  5  5  6075
101  40  0.39603960396039606  10000  True  206  -5  -9  6080
101  40  0.39603960396039606  10000  True  95  5  5  6085
101  40  0.39603960396039606  10000  True  210  -9  -21  6090
101  40  0.39603960396039606  10000  True  138  3  3  6095
101  40  0.39603960396039606  10000  True  105  5  5  6100
101  40  0.39603960396039606  10000  True  113  5  5  6105
101  40  0.39603960396039606  10000  True  99  7  7  6110
101  40  0.39603960396039606  10000  True  100  5  5  6115
101  40  0.39603960396039606  10000  True  110  5  3  6120
101  40  0.39603960396039606  10000  True  103  5  5  6125
101  40  0.39603960396039606  10000  True  111  5  5  6130
101  40  0.39603960396039606  10000  True  110  5  5  6135
101  40  0.39603960396039606  10000  True  206  -7  -13  6140
101  40  0.39603960396039606  10000  True  102  5  5  6145
101  40  0.39603960396039606  10000  True  133  5  5  6150
101  40  0.39603960396039606  10000  True  206  -9  -11  6155
101  40  0.39603960396039606  10000  True  99  5  5  6160
101  40  0.39603960396039606  10000  True  112  5  5  6165
101  40  0.39603960396039606  10000  True  103  3  3  6170
101  40  0.39603960396039606  10000  True  105  7  7  6175
101  40  0.39603960396039606  10000  True  94  5  5  6180
101  40  0.39603960396039606  10000  True  104  3  3  6185
101  40  0.39603960396039606  10000  True  105  5  5  6190
101  40  0.39603960396039606  10000  True  126  5  5  6195
101  40  0.39603960396039606  10000  True  103  5  5  6200
101  40  0.39603960396039606  10000  True  87  5  5  6205
101  40  0.39603960396039606  10000  True  107  5  5  6210
101  40  0.39603960396039606  10000  True  119  5  5  6215
101  40  0.39603960396039606  10000  True  101  7  7  6220
101  40  0.39603960396039606  10000  True  104  7  7  6225
101  40  0.39603960396039606  10000  True  102  5  5  6230
101  40  0.39603960396039606  10000  True  118  5  5  6235
101  40  0.39603960396039606  10000  True  208  -9  -11  6240
101  40  0.39603960396039606  10000  True  210  -9  -13  6245
101  40  0.39603960396039606  10000  True  92  5  5  6250
101  40  0.39603960396039606  10000  True  202  -13  -23  6255
101  40  0.39603960396039606  10000  True  207  -9  -13  6260
101  40  0.39603960396039606  10000  True  206  -3  -13  6265
101  40  0.39603960396039606  10000  True  206  -5  -15  6270
101  40  0.39603960396039606  10000  True  184  3  3  6275
101  40  0.39603960396039606  10000  True  107  3  3  6280
101  40  0.39603960396039606  10000  True  208  -5  -11  6285
101  40  0.39603960396039606  10000  True  99  5  5  6290
101  40  0.39603960396039606  10000  True  211  -7  -11  6295
101  40  0.39603960396039606  10000  True  207  -7  -13  6300
101  40  0.39603960396039606  10000  True  94  5  5  6305
101  40  0.39603960396039606  10000  True  212  1  -13  6310
101  40  0.39603960396039606  10000  True  209  -9  -17  6315
101  40  0.39603960396039606  10000  True  125  3  3  6320
101  40  0.39603960396039606  10000  True  103  7  7  6325
101  40  0.39603960396039606  10000  True  107  7  7  6330
101  40  0.39603960396039606  10000  True  102  5  5  6335
101  40  0.39603960396039606  10000  True  206  -9  -11  6340
101  40  0.39603960396039606  10000  True  106  5  5  6345
101  40  0.39603960396039606  10000  True  121  5  5  6350
101  40  0.39603960396039606  10000  True  97  5  5  6355
101  40  0.39603960396039606  10000  True  105  5  5  6360
101  40  0.39603960396039606  10000  True  110  5  5  6365
101  40  0.39603960396039606  10000  True  207  -9  -9  6370
101  40  0.39603960396039606  10000  True  103  7  7  6375
101  40  0.39603960396039606  10000  True  172  5  5  6380
101  40  0.39603960396039606  10000  True  121  5  5  6385
101  40  0.39603960396039606  10000  True  209  -11  -17  6390
101  40  0.39603960396039606  10000  True  210  -7  -13  6395
101  40  0.39603960396039606  10000  True  208  -3  -17  6400
101  40  0.39603960396039606  10000  True  102  7  7  6405
101  40  0.39603960396039606  10000  True  207  -11  -11  6410
101  40  0.39603960396039606  10000  True  99  5  5  6415
101  40  0.39603960396039606  10000  True  184  3  3  6420
101  40  0.39603960396039606  10000  True  115  5  5  6425
101  40  0.39603960396039606  10000  True  162  5  5  6430
101  40  0.39603960396039606  10000  True  205  -11  -19  6435
101  40  0.39603960396039606  10000  True  96  7  7  6440
101  40  0.39603960396039606  10000  True  214  -7  -13  6445
101  40  0.39603960396039606  10000  True  98  5  5  6450
101  40  0.39603960396039606  10000  True  179  5  5  6455
101  40  0.39603960396039606  10000  True  172  5  5  6460
101  40  0.39603960396039606  10000  True  92  7  7  6465
101  40  0.39603960396039606  10000  True  206  -11  -13  6470
101  40  0.39603960396039606  10000  True  121  3  3  6475
101  40  0.39603960396039606  10000  True  104  7  7  6480
101  40  0.39603960396039606  10000  True  106  5  5  6485
101  40  0.39603960396039606  10000  True  208  -11  -15  6490
101  40  0.39603960396039606  10000  True  130  5  5  6495
101  50  0.49504950495049505  10000  True  85  3  3  7000
101  50  0.49504950495049505  10000  True  102  3  3  7005
101  50  0.49504950495049505  10000  True  132  1  1  7010
101  50  0.49504950495049505  10000  True  111  5  5  7015
101  50  0.49504950495049505  10000  True  114  3  3  7020
101  50  0.49504950495049505  10000  True  104  1  1  7025
101  50  0.49504950495049505  10000  True  91  3  3  7030
101  50  0.49504950495049505  10000  True  116  1  1  7035
101  50  0.49504950495049505  10000  True  103  3  3  7040
101  50  0.49504950495049505  10000  True  117  5  5  7045
101  50  0.49504950495049505  10000  True  105  3  3  7050
101  50  0.49504950495049505  10000  True  110  3  3  7055
101  50  0.49504950495049505  10000  True  130  3  3  7060
101  50  0.49504950495049505  10000  True  106  3  3  7065
101  50  0.49504950495049505  10000  True  117  1  1  7070
101  50  0.49504950495049505  10000  True  207  -15  -19  7075
101  50  0.49504950495049505  10000  True  115  3  3  7080
101  50  0.49504950495049505  10000  True  119  3  3  7085
101  50  0.49504950495049505  10000  True  112  3  3  7090
101  50  0.49504950495049505  10000  True  110  3  3  7095
101  50  0.49504950495049505  10000  True  112  3  3  7100
101  50  0.49504950495049505  10000  True  208  -13  -15  7105
101  50  0.49504950495049505  10000  True  209  -13  -19  7110
101  50  0.49504950495049505  10000  True  207  -13  -15  7115
101  50  0.49504950495049505  10000  True  208  -9  -17  7120
101  50  0.49504950495049505  10000  True  205  -13  -13  7125
101  50  0.49504950495049505  10000  True  110  3  3  7130
101  50  0.49504950495049505  10000  True  149  1  1  7135
101  50  0.49504950495049505  10000  True  208  -13  -13  7140
101  50  0.49504950495049505  10000  True  125  3  3  7145
101  50  0.49504950495049505  10000  True  95  3  3  7150
101  50  0.49504950495049505  10000  True  108  3  3  7155
101  50  0.49504950495049505  10000  True  110  3  3  7160
101  50  0.49504950495049505  10000  True  208  -13  -13  7165
